text,label,type,is_money
tiền phạt vi phạm giao thông mlem mlem 257 ngàn,Transport,expense,1
gấu bông labubu ngon nhức nách 244.000 đồng,Shopping,expense,1
thảm lau chân dễ thương kiếp nạn thứ 82 #884 296 cành,Shopping,expense,1
mua giày sneaker mlem chill chill 452K,Shopping,expense,1
khoai lang mật chill chill #3310 229k,Food,expense,1
ức gà ăn kiêng đỉnh nóc kịch trần #7717 311k,Food,expense,1
nạp thẻ game liên quân healing #5921 43.000 đồng,Entertainment,expense,1
gói netflix xem phim over hợp 458K,Entertainment,expense,1
dầu gội bưởi mọc tóc đỉnh nóc kịch trần 344k,Beauty,expense,1
in tài liệu tiểu luận cháy phố #4244 166k,Education,expense,1
tokbokki phô mai gét gô #337 415k,Food,expense,1
săn áo thun t-shirt kiếp nạn thứ 82 216.000 đồng,Shopping,expense,1
lệ phí thi lại môn hết nấc #8556 110 ngàn,Education,expense,1
vé xem phim cgv chill chill #6340 42k,Entertainment,expense,1
tiền bố mẹ tiếp tế xịn xò #6027 10758K,Business,income,1
tiền bán hàng shopee đỉnh nóc kịch trần #139 13.6củ,Business,income,1
đi đu idol kpop kiếp nạn thứ 82 163K,Entertainment,expense,1
thưởng sinh nhật công ty ét ô ét #1194 14.940.000 đồng,Bonus,income,1
mua sách tiếng anh mua gét gô 224 ngàn,Education,expense,1
tiền xăng xe tay ga gét gô #4171 448k,Transport,expense,1
phòng lướt net net cỏ mlem mlem #2095 249K,Entertainment,expense,1
tiền lãi đầu tư coin gét gô #3358 5602 ngàn,Business,income,1
tiền sinh nhật đứa bạn xu cà na #756 494k,Social,expense,1
mua máy sấy tóc chill chill #9609 301K,Housing,expense,1
nạp thẻ game liên quân over hợp 163k,Entertainment,expense,1
tiền lãi đầu tư coin chill chill 1290k,Business,income,1
tiền thưởng dự án xuất sắc xịn xò #9174 13814k,Bonus,income,1
cushion che khuyết điểm ầm ầm #6882 395 cành,Beauty,expense,1
vào rạp chiếu phim lotte xu cà na 348 ngàn,Entertainment,expense,1
tiền trúng thưởng mini game vibe đỉnh 6414k,Business,income,1
sơn móng tay gel chill chill #7091 441 cành,Beauty,expense,1
nước hoa mini gét gô #8126 488 ngàn,Beauty,expense,1
mua khóa học udemy chill chill #1048 380k,Education,expense,1
phòng lướt net net cỏ vibe đỉnh #8394 364k,Entertainment,expense,1
mì trộn indomie over hợp 219.000 đồng,Food,expense,1
mua khẩu trang 4d slay 347k,Health,expense,1
lương làm mẫu ảnh ngon nhức nách #6081 11.6củ,Salary,income,1
cushion che khuyết điểm cứu rỗi tâm hồn #3677 307k,Beauty,expense,1
book phòng homestay đà lạt xu cà na 496K,Transport,expense,1
tiền đóng bảo hiểm y tế cháy phố #6203 336.000 đồng,Health,expense,1
học phí học lái xe ô tô chill chill #3889 56 cành,Education,expense,1
phòng lướt net net cỏ xu cà na #9369 486k,Entertainment,expense,1
bạc sỉu đá kiếp nạn thứ 82 #8974 31K,Food,expense,1
mua sách tiếng anh mua gét gô #6458 92k,Education,expense,1
k buffet ét ô ét 392 ngàn,Food,expense,1
tiền mua đồ thắp hương xu cà na #157 11K,Investment,expense,1
thưởng vượt doanh số 11.9củ,Bonus,income,1
sữa rửa mặt cetaphil kiếp nạn thứ 82 #5032 34 ngàn,Beauty,expense,1
sửa vòi nước hỏng chill chill #3652 54k,Housing,expense,1
tủ quần áo lắp ráp xu cà na #8453 324k,Housing,expense,1
nạp vip spotify slay #3333 80k,Entertainment,expense,1
mua vàng tích trữ xịn xò #5593 463k,Investment,expense,1
tiền bao người yêu đi ăn healing 448k,Social,expense,1
túi sưởi mini gét gô #958 165 ngàn,Shopping,expense,1
tiền mạng internet wifi 261k,Housing,expense,1
tiền sinh nhật đứa bạn ét ô ét #945 230k,Social,expense,1
trà sữa gongcha slay 330 cành,Food,expense,1
mua mũ bảo hiểm có kính healing #5948 484k,Transport,expense,1
đèn led hoàng hôn đỉnh nóc kịch trần 373 ngàn,Shopping,expense,1
thuốc nhỏ mũi xịt kiếp nạn thứ 82 #2750 253k,Health,expense,1
bia chill cùng bạn healing #7190 332 ngàn,Food,expense,1
bánh tráng trộn xu cà na #7520 279k,Food,expense,1
nước ngọt coca zero cháy phố 125k,Food,expense,1
matcha latte xịn sò vô tri 25.000 đồng,Food,expense,1
lợi nhuận bán quần áo secondhand xịn xò 10.2tr,Business,income,1
tiền lãi chứng khoán nổ hũ xu cà na #3342 14204k,Business,income,1
học phí đại học khóc thét #4300 426.000 đồng,Education,expense,1
serum trị mụn cháy phố #9425 128 cành,Beauty,expense,1
hát karaoke cháy máy cháy phố #112 301k,Entertainment,expense,1
nước ngọt coca zero gét gô 427.000 đồng,Food,expense,1
trứng gà so flexing 265 ngàn,Food,expense,1
mì tôm hảo hảo xịn xò #7836 352k,Food,expense,1
xúc xích ăn liền vô tri #7742 133k,Food,expense,1
bảo dưỡng xe máy kiếp nạn thứ 82 #2747 170.000 đồng,Transport,expense,1
thịt bò ba chỉ gét gô #7198 174 ngàn,Food,expense,1
nước ép hoa quả healthy ét ô ét #2579 29.000 đồng,Food,expense,1
phí dịch vụ chung cư đỉnh nóc kịch trần #4540 284k,Housing,expense,1
lẩu haidilao healing #4724 259k,Food,expense,1
tiền chung cư mini đỉnh nóc kịch trần #8390 427 ngàn,Housing,expense,1
sinh tố bơ ngon ngậy over hợp 162k,Food,expense,1
phí dịch vụ chung cư vô tri #6983 206k,Housing,expense,1
bia chill cùng bạn ầm ầm #8648 31K,Food,expense,1
tiền lì xì tết tốn kém đỉnh nóc kịch trần 369 cành,Investment,expense,1
dầu gội bưởi mọc tóc kiếp nạn thứ 82 191k,Beauty,expense,1
tiền thưởng dự án xuất sắc hết nấc #8923 10194k,Bonus,income,1
thưởng chuyên cần cháy phố #1146 9.4củ,Bonus,income,1
vé máy bay vietjet xu cà na #565 40 cành,Transport,expense,1
gà rán jollibee mlem mlem #2225 126 cành,Food,expense,1
khóa học tiếng anh ielts flexing #7562 223k,Education,expense,1
thuốc nhỏ mũi xịt slay 442k,Health,expense,1
nước khoáng aquafina chill chill #7154 237k,Food,expense,1
đu đỉnh chứng khoán xu cà na 311 cành,Investment,expense,1
tiền cọc phòng trọ đỉnh nóc kịch trần #3718 446.000 đồng,Housing,expense,1
phòng lướt net net cỏ ầm ầm 265.000 đồng,Entertainment,expense,1
thưởng ngày lễ 30/4 healing #9154 9.4củ,Bonus,income,1
mua bao cao su durex over hợp #5669 184 cành,Health,expense,1
trứng gà so ét ô ét #127 194K,Food,expense,1
mua mũ bảo hiểm có kính healing #7588 245 ngàn,Transport,expense,1
lương làm trợ giảng vô tri #8783 13504k,Salary,income,1
phí dịch vụ chung cư xịn xò #4520 182 cành,Housing,expense,1
in tài liệu tiểu luận xịn xò #6564 175.000 đồng,Education,expense,1
mua trà hoa cúc ngủ ngon slay 166K,Health,expense,1
mua vàng tích trữ xịn xò #324 124k,Investment,expense,1
ức gà ăn kiêng gét gô #9114 336k,Food,expense,1
thưởng ngày lễ 30/4 xu cà na #9519 7832 ngàn,Bonus,income,1
bán tài liệu học tập cũ cứu rỗi tâm hồn #3739 14872K,Business,income,1
mua cây decor phòng ngủ ngon nhức nách #7499 440k,Housing,expense,1
săn sale lazada 11.11 ầm ầm 52k,Shopping,expense,1
đi chợ đầu mối ầm ầm #3506 375K,Shopping,expense,1
góp quỹ từ thiện trường over hợp 227k,Charity,expense,1
thưởng nóng từ sếp vô tri #1137 9097K,Bonus,income,1
mua nước súc miệng listerine mlem mlem 13K,Health,expense,1
thưởng tết âm lịch ấm áp ngon nhức nách 3021 cành,Bonus,income,1
gà rán jollibee ét ô ét #7752 19k,Food,expense,1
tiền donate livestream vibe đỉnh 4387k,Business,income,1
chơi boardgame cùng hội bạn vibe đỉnh 349k,Entertainment,expense,1
tiền chung cư mini cứu rỗi tâm hồn #8429 175K,Housing,expense,1
đu đỉnh coin gét gô 255k,Investment,expense,1
tiền trúng thưởng mini game slay #1799 11828 ngàn,Business,income,1
lương làm mẫu ảnh cứu rỗi tâm hồn 5.8củ,Salary,income,1
mua đồ về làm mukbang chill chill #3044 46k,Food,expense,1
thưởng tết âm lịch ấm áp xịn xò #1343 11590 ngàn,Bonus,income,1
mua khóa học tik tok master flexing #1741 44 ngàn,Education,expense,1
mì tôm hảo hảo slay 362k,Food,expense,1
mì cay cấp độ 7 kiếp nạn thứ 82 #4746 127k,Food,expense,1
chốt đơn hoodie oversize mlem mlem #5570 130 cành,Shopping,expense,1
khoai lang mật gét gô 500K,Food,expense,1
chốt đơn chưa bồ ơi,Social,expense,0
nệm cao su non vô tri #1427 232k,Housing,expense,1
decor lại phòng trọ ngon nhức nách 396.000 đồng,Housing,expense,1
mua quà tạ lỗi bồ vô tri #1148 362k,Social,expense,1
trà đào cam sả #9552 132K,Food,expense,1
lương làm mẫu ảnh vibe đỉnh 9339 ngàn,Salary,income,1
mua đồ về làm mukbang ngon nhức nách #1604 420k,Food,expense,1
thuê gia sư kèm 1-1 ét ô ét 156 ngàn,Education,expense,1
đèn led hoàng hôn ét ô ét #9556 115 cành,Shopping,expense,1
tiền trúng thưởng mini game cháy phố #9360 895k,Business,income,1
sơn móng tay gel ngon nhức nách 407K,Beauty,expense,1
mua thuốc uống cảm cúm vibe đỉnh #5672 188.000 đồng,Health,expense,1
tiền mạng internet wifi cháy phố #275 470k,Housing,expense,1
tiền điện nước giá kinh hoàng cứu rỗi tâm hồn 50.000 đồng,Housing,expense,1
xúc xích ăn liền cháy phố #9496 201k,Food,expense,1
tiền thưởng dự án xuất sắc healing 7.7củ,Bonus,income,1
k buffet cứu rỗi tâm hồn 62 cành,Food,expense,1
tiền thưởng kpi tháng vô tri #3994 9.373.000 đồng,Bonus,income,1
mua sách tiếng anh mua ét ô ét #319 165 cành,Education,expense,1
mua trà hoa cúc ngủ ngon chill chill #1533 400.000 đồng,Health,expense,1
tiền bonus từ khách hàng over hợp #9589 7180K,Bonus,income,1
sổ tay bullet journal đỉnh nóc kịch trần #965 184K,Shopping,expense,1
bánh tráng phơi sương over hợp 15 cành,Food,expense,1
tiền thưởng dự án xuất sắc ầm ầm #7363 1242 cành,Bonus,income,1
chốt đơn túi xách đeo chéo cháy phố #3386 441.000 đồng,Shopping,expense,1
chì kẻ mày phẩy sợi xịn xò 148k,Beauty,expense,1
thưởng nóng từ sếp xu cà na #7618 12832 cành,Bonus,income,1
nhận lương chạy grab kịch sàn cháy phố #7537 13.121.000 đồng,Salary,income,1
dầu gió xanh cứu cánh xịn xò #708 432K,Health,expense,1
vớ tất cao cổ #1643 160k,Shopping,expense,1
bút calligraphy vô tri #2619 366 ngàn,Shopping,expense,1
ức gà ăn kiêng kiếp nạn thứ 82 152k,Food,expense,1
mua quần jean ống rộng flexing #8151 496k,Shopping,expense,1
book phòng homestay đà lạt xịn xò #1632 296k,Transport,expense,1
book phòng homestay đà lạt ầm ầm 498.000 đồng,Transport,expense,1
mua thuốc uống cảm cúm gét gô #7070 25 cành,Health,expense,1
tiền thuê phòng trọ ét ô ét 12K,Housing,expense,1
bút calligraphy over hợp #9658 128 cành,Shopping,expense,1
quyên góp từ thiện chống lũ xu cà na #1952 135 cành,Charity,expense,1
tiền thuê phòng trọ cứu rỗi tâm hồn 373K,Housing,expense,1
mua thuốc nhỏ mắt len ét ô ét 26 ngàn,Health,expense,1
bún đậu mắm tôm ngon nhức nách,Food,expense,0
thuê xe máy đi phượt xu cà na #340 436 ngàn,Transport,expense,1
thưởng tết âm lịch ấm áp #7821 6057 cành,Bonus,income,1
gà rán jollibee mlem mlem #111 216.000 đồng,Food,expense,1
thuê gia sư kèm 1-1 cháy phố 232 cành,Education,expense,1
tiền vệ sinh rác thải kiếp nạn thứ 82 #754 468k,Housing,expense,1
sữa chua hy lạp over hợp #7655 24k,Food,expense,1
trà sữa gongcha healing #9730 240k,Food,expense,1
đóng tiền phạt muộn ầm ầm #6723 470K,Investment,expense,1
bánh tráng phơi sương healing #2294 229.000 đồng,Food,expense,1
mua nước lau sàn thơm xu cà na #7822 62k,Housing,expense,1
tiền đóng bảo hiểm y tế #1975 89.000 đồng,Health,expense,1
phí dịch vụ chung cư đỉnh nóc kịch trần 133.000 đồng,Housing,expense,1
tiền quỹ lớp slay 373k,Education,expense,1
xúc xích ăn liền cháy phố 497k,Food,expense,1
mua quà tạ lỗi bồ cháy phố 132.000 đồng,Social,expense,1
sữa chua hy lạp vibe đỉnh 27 cành,Food,expense,1
thuê xe máy đi phượt over hợp 159k,Transport,expense,1
tiền khám bệnh phòng khám chill chill #765 242 ngàn,Health,expense,1
tiền quỹ nhóm chia đều gét gô 1.7Tr,Business,income,1
thưởng nóng từ sếp xu cà na 11.7Tr,Bonus,income,1
mua thuốc uống cảm cúm ngon nhức nách 487 cành,Health,expense,1
popmart blindbox ầm ầm #9665 147K,Shopping,expense,1
thu nhập từ kênh youtube cứu rỗi tâm hồn 12.2Tr,Business,income,1
tokbokki phô mai ầm ầm 154 cành,Food,expense,1
mua thực phẩm chức năng omega3 đỉnh nóc kịch trần #5640 191 cành,Health,expense,1
gói netflix xem phim healing #8219 495.000 đồng,Entertainment,expense,1
lương part-time rủng rỉnh vibe đỉnh #9916 1916 cành,Salary,income,1
nước cốt xương flexing 192k,Food,expense,1
tiền mua đồ thắp hương ét ô ét #3392 253k,Investment,expense,1
tiền nhận từ booking quảng cáo gét gô #934 1.5Tr,Business,income,1
kem dưỡng phục hồi b5 kiếp nạn thứ 82 #6145 228K,Beauty,expense,1
sữa rửa mặt cetaphil xịn xò 163k,Beauty,expense,1
mua mũ bảo hiểm có kính cứu rỗi tâm hồn #7101 290k,Transport,expense,1
đi siêu thị go sắm đồ vibe đỉnh 26.000 đồng,Shopping,expense,1
nước cốt xương gét gô #1936 311k,Food,expense,1
quyên góp từ thiện chống lũ ngon nhức nách #7921 490K,Charity,expense,1
tiền quỹ nhóm chia đều ét ô ét #1337 5.5Tr,Business,income,1
decor lại phòng trọ ét ô ét #3796 205 ngàn,Housing,expense,1
thu nhập từ kênh youtube 12446k,Business,income,1
tai nghe bluetooth chụp tai cứu rỗi tâm hồn #2953 109k,Shopping,expense,1
book phòng homestay đà lạt đỉnh nóc kịch trần #6947 148 cành,Transport,expense,1
lợi nhuận bán quần áo secondhand healing 1922K,Business,income,1
tiền mạng internet wifi over hợp 139k,Housing,expense,1
tiền thuê phòng trọ over hợp #7072 306K,Housing,expense,1
tiền gửi xe hàng tháng đỉnh nóc kịch trần 186 ngàn,Investment,expense,1
tiền đóng bảo hiểm y tế #2407 367k,Health,expense,1
mua sách truyện manga vibe đỉnh #2373 212k,Entertainment,expense,1
matcha latte xịn sò kiếp nạn thứ 82 189k,Food,expense,1
cơm hộp tiện lợi #5159 446 cành,Food,expense,1
lương làm trợ giảng ngon nhức nách #7958 1474 ngàn,Salary,income,1
serum trị mụn ầm ầm #6501 46k,Beauty,expense,1
tiền cọc phòng trọ xu cà na #2667 363 ngàn,Housing,expense,1
quyên góp từ thiện chống lũ vibe đỉnh 122k,Charity,expense,1
gửi xe trung tâm thương mại ầm ầm 236k,Transport,expense,1
góp quỹ từ thiện trường vô tri 317.000 đồng,Charity,expense,1
thưởng ngày lễ 30/4 vibe đỉnh #578 5.500.000 đồng,Bonus,income,1
mua khóa học tik tok master over hợp #607 291k,Education,expense,1
tiền chung cư mini mlem mlem #4480 245.000 đồng,Housing,expense,1
tẩy tế bào chết cocoon #7191 84 cành,Beauty,expense,1
gấu bông labubu chill chill #3610 135k,Shopping,expense,1
mua quần jean ống rộng cứu rỗi tâm hồn 22k,Shopping,expense,1
vào rạp chiếu phim lotte vô tri #3233 259k,Entertainment,expense,1
lương admin fanpage vô tri #4341 7.0tr,Salary,income,1
trứng gà so vibe đỉnh 354k,Food,expense,1
trà sữa phúc long ầm ầm #7625 191k,Food,expense,1
tiền bao người yêu đi ăn vibe đỉnh 257k,Social,expense,1
nước hoa mini chill chill #8582 245 cành,Beauty,expense,1
chốt đơn chưa bồ ơi,Social,expense,0
tiền thưởng dự án xuất sắc mlem mlem #2062 11.3Tr,Bonus,income,1
xin review quán này với,Entertainment,expense,0
mua trà hoa cúc ngủ ngon vô tri 198 ngàn,Health,expense,1
tokbokki phô mai ét ô ét 182 ngàn,Food,expense,1
thưởng tết âm lịch ấm áp vô tri #8474 12902K,Bonus,income,1
tiền bán hàng shopee vibe đỉnh 14.5củ,Business,income,1
khóa học tiếng anh ielts kiếp nạn thứ 82 #1173 457k,Education,expense,1
thuê gia sư kèm 1-1 vô tri #1667 147k,Education,expense,1
mua sách truyện manga ngon nhức nách #785 417k,Entertainment,expense,1
thịt bò ba chỉ mlem mlem #655 468 ngàn,Food,expense,1
serum trị mụn cháy phố #6364 314 ngàn,Beauty,expense,1
tiền đóng bảo hiểm y tế ét ô ét 156k,Health,expense,1
tiền bố mẹ tiếp tế slay 4401K,Business,income,1
học phí khóa học photoshop hết nấc #7454 500.000 đồng,Education,expense,1
phòng lướt net net cỏ cứu rỗi tâm hồn 370k,Entertainment,expense,1
tiền donate livestream ầm ầm 640k,Business,income,1
nhận lương chạy grab kịch sàn gét gô #1140 10.1củ,Salary,income,1
thẻ xe bus điện vinbus gét gô 290.000 đồng,Transport,expense,1
mua cây decor phòng ngủ over hợp 360k,Housing,expense,1
thưởng tết âm lịch ấm áp vibe đỉnh 3265k,Bonus,income,1
gói khám sức khỏe tổng quát kiếp nạn thứ 82 246 ngàn,Health,expense,1
nhận lương viết content vibe đỉnh #1055 810k,Salary,income,1
hạt granola flexing #3608 76 ngàn,Food,expense,1
kệ để đồ mĩ phẩm chill chill #7863 337k,Shopping,expense,1
mua kính râm thời trang ầm ầm #8179 499k,Shopping,expense,1
lương admin fanpage xu cà na #7601 9911 ngàn,Salary,income,1
đi siêu thị go sắm đồ ngon nhức nách #1787 155k,Shopping,expense,1
lương admin fanpage mlem mlem #4930 4422 ngàn,Salary,income,1
trà đào cam sả kiếp nạn thứ 82 #7719 214k,Food,expense,1
lương designer freelance over hợp #5373 7.1Tr,Salary,income,1
quyên góp từ thiện chống lũ healing 124k,Charity,expense,1
tiền quỹ nhóm chia đều vô tri #6643 10656k,Business,income,1
tiền cho bạn vay giờ đòi được cứu rỗi tâm hồn #2299 6.8Tr,Business,income,1
nạp vip spotify hết nấc 486K,Entertainment,expense,1
thảm lau chân dễ thương vibe đỉnh #2953 339 ngàn,Shopping,expense,1
sơn móng tay gel mlem mlem 330k,Beauty,expense,1
thịt bò ba chỉ healing #5000 332.000 đồng,Food,expense,1
mua sách tiếng anh mua ngon nhức nách #8778 194k,Education,expense,1
xiên bẩn chill chill #450 378k,Food,expense,1
nhận lương chạy grab kịch sàn #2934 8771 cành,Salary,income,1
tiền vệ sinh rác thải cứu rỗi tâm hồn 324k,Housing,expense,1
quạt tích điện để bàn cứu rỗi tâm hồn #9791 385 ngàn,Shopping,expense,1
vé máy bay vietjet đỉnh nóc kịch trần #6732 200.000 đồng,Transport,expense,1
xiên bẩn cứu rỗi tâm hồn #9208 20 cành,Food,expense,1
mua game trên steam ầm ầm 217k,Entertainment,expense,1
mua khẩu trang 4d xịn xò 245 cành,Health,expense,1
tiền mua đồ thắp hương xịn xò 308 ngàn,Investment,expense,1
sổ tay bullet journal mlem mlem 471 ngàn,Shopping,expense,1
in tài liệu tiểu luận flexing #5571 73 cành,Education,expense,1
thưởng sinh nhật công ty flexing #6361 8999K,Bonus,income,1
tiền mua đồ thắp hương over hợp 56k,Investment,expense,1
đăng ký lớp yoga hết nấc 450k,Education,expense,1
mua quần jean ống rộng vô tri #6092 115K,Shopping,expense,1
tiền cà phê giao lưu đối tác ét ô ét #4892 234k,Investment,expense,1
mua thuốc nhỏ mắt len ngon nhức nách #2789 448K,Health,expense,1
tiền gửi xe hàng tháng cháy phố #5553 366 ngàn,Investment,expense,1
đi siêu thị go sắm đồ kiếp nạn thứ 82 #5475 498k,Shopping,expense,1
mua bông y tế tẩy trang ngon nhức nách #7983 406K,Health,expense,1
quạt tích điện để bàn ngon nhức nách #186 292 cành,Shopping,expense,1
vé xe limousine về quê slay #7355 470K,Transport,expense,1
cushion che khuyết điểm ầm ầm #8454 75 ngàn,Beauty,expense,1
gà rán jollibee slay 82k,Food,expense,1
mì tôm hảo hảo vô tri 176 ngàn,Food,expense,1
lương admin fanpage chill chill #9906 13763K,Salary,income,1
kẹp bấm mi xịn healing 329k,Beauty,expense,1
mua khóa học udemy over hợp #1587 66 cành,Education,expense,1
tiền sinh nhật đứa bạn chill chill #9635 227k,Social,expense,1
xiên bẩn ầm ầm 147k,Food,expense,1
mua bông y tế tẩy trang cứu rỗi tâm hồn #9800 322 ngàn,Health,expense,1
đu đỉnh chứng khoán xịn xò #3675 151.000 đồng,Investment,expense,1
tiền điện nước giá kinh hoàng #6220 271k,Housing,expense,1
sơn móng tay gel ầm ầm 452k,Beauty,expense,1
bơ đậu phộng xu cà na #8009 248k,Food,expense,1
gấu bông labubu over hợp #1104 460K,Shopping,expense,1
thưởng nóng từ sếp ầm ầm 4.464.000 đồng,Bonus,income,1
lẩu haidilao mlem mlem 420k,Food,expense,1
học phí học lái xe ô tô cháy phố 289.000 đồng,Education,expense,1
đế đỡ điện thoại ét ô ét 176 ngàn,Shopping,expense,1
book phòng homestay đà lạt chill chill #402 497.000 đồng,Transport,expense,1
mua phụ kiện vòng tay vibe đỉnh #3667 281 cành,Shopping,expense,1
lãi gửi tiết kiệm ngân hàng kiếp nạn thứ 82 #6738 12.5Tr,Business,income,1
kem chống nắng nâng tông cứu rỗi tâm hồn 429k,Beauty,expense,1
son tint bóng over hợp #4871 282k,Beauty,expense,1
lương thực tập sinh bèo bọt healing #1077 9464k,Salary,income,1
trà sữa phê la ngon nhức nách #1589 278k,Food,expense,1
nhận lương chạy grab kịch sàn xịn xò 10940 ngàn,Salary,income,1
đèn led hoàng hôn 277 cành,Shopping,expense,1
tiền bao người yêu đi ăn ét ô ét 304k,Social,expense,1
đăng ký test toeic ngon nhức nách #5406 150k,Education,expense,1
vitamin c trắng da vô tri 316k,Health,expense,1
khoai lang mật cháy phố #4448 311k,Food,expense,1
tiền vệ sinh rác thải healing #4213 392k,Housing,expense,1
tiền gửi xe hàng tháng gét gô #4025 342 ngàn,Investment,expense,1
tiền mạng internet wifi vô tri #3232 149 ngàn,Housing,expense,1
son tint bóng flexing #2748 213K,Beauty,expense,1
tủ quần áo lắp ráp chill chill #6729 318 ngàn,Housing,expense,1
tiền gửi xe hàng tháng chill chill #2166 282K,Investment,expense,1
gói khám sức khỏe tổng quát đỉnh nóc kịch trần #6027 350 ngàn,Health,expense,1
đồ ăn vặt cổng trường 457k,Food,expense,1
tiền bonus từ khách hàng xu cà na 2074 cành,Bonus,income,1
cushion che khuyết điểm cứu rỗi tâm hồn #5088 420 ngàn,Beauty,expense,1
nạp thẻ game liên quân cứu rỗi tâm hồn #1848 97k,Entertainment,expense,1
mua khóa học tik tok master mlem mlem 301k,Education,expense,1
vé concert anh trai slay 51k,Entertainment,expense,1
cà phê muối cháy phố 197K,Food,expense,1
đăng ký test toeic cháy phố #5608 192k,Education,expense,1
đặt xe grabbike gét gô 271k,Transport,expense,1
mua đồ về làm mukbang đỉnh nóc kịch trần #737 297 ngàn,Food,expense,1
mì tôm hảo hảo flexing #9232 44K,Food,expense,1
nhận lương chạy grab kịch sàn đỉnh nóc kịch trần #4928 4039K,Salary,income,1
lãi gửi tiết kiệm ngân hàng chill chill 13054k,Business,income,1
thuốc nhỏ mũi xịt xu cà na #1287 362.000 đồng,Health,expense,1
đồ ăn vặt cổng trường mlem mlem 300K,Food,expense,1
tiền donate livestream 5409K,Business,income,1
săn sale kẹp tóc ầm ầm 468.000 đồng,Shopping,expense,1
popmart blindbox ngon nhức nách #1562 114k,Shopping,expense,1
mua khóa cửa vân tay đỉnh nóc kịch trần 493.000 đồng,Housing,expense,1
lệ phí thi lại môn cứu rỗi tâm hồn #2568 46k,Education,expense,1
tiền phạt vi phạm giao thông xịn xò #200 458 ngàn,Transport,expense,1
mặt nạ đất sét chill chill #5949 283k,Beauty,expense,1
mua thuốc uống cảm cúm #9991 473 cành,Health,expense,1
lương admin fanpage hết nấc #4210 9739 ngàn,Salary,income,1
thưởng nhân viên xuất sắc ét ô ét 14927K,Bonus,income,1
nước ngọt coca zero ầm ầm 268k,Food,expense,1
ốp lưng iphone xịn xò hết nấc #3203 206 cành,Shopping,expense,1
đế đỡ điện thoại chill chill #110 303.000 đồng,Shopping,expense,1
vào rạp chiếu phim lotte vô tri #5712 472 cành,Entertainment,expense,1
hạt granola ngon nhức nách #5022 58k,Food,expense,1
lương thực tập sinh bèo bọt xu cà na 9640K,Salary,income,1
lương admin fanpage ét ô ét #3538 13465 ngàn,Salary,income,1
lương thực tập sinh bèo bọt cứu rỗi tâm hồn #1092 2.1tr,Salary,income,1
thưởng ngày lễ 30/4 slay #8905 4.2Tr,Bonus,income,1
nước ép hoa quả healthy đỉnh nóc kịch trần #8673 212.000 đồng,Food,expense,1
lương thực tập sinh bèo bọt đỉnh nóc kịch trần #1126 12105 ngàn,Salary,income,1
trà sữa gongcha cứu rỗi tâm hồn #8049 265k,Food,expense,1
trà sữa gongcha cháy phố #1088 308K,Food,expense,1
thưởng nóng từ sếp ngon nhức nách #9155 6.252.000 đồng,Bonus,income,1
kệ để đồ mĩ phẩm gét gô #7782 222k,Shopping,expense,1
sơn móng tay gel over hợp #4131 479k,Beauty,expense,1
tiền chung cư mini kiếp nạn thứ 82 #8932 214K,Housing,expense,1
ốp lưng iphone xịn xò vô tri 385k,Shopping,expense,1
bút calligraphy xu cà na #9822 476k,Shopping,expense,1
mua quần áo local brand vibe đỉnh 446.000 đồng,Shopping,expense,1
đăng ký test toeic kiếp nạn thứ 82 #6174 70k,Education,expense,1
tiền khám bệnh phòng khám hết nấc #5660 213 cành,Health,expense,1
thịt bò ba chỉ slay #6389 373K,Food,expense,1
thay dầu nhớt castrol mlem mlem #463 371K,Transport,expense,1
ting ting lương công ty mlem mlem #336 14.0củ,Salary,income,1
học phí đại học khóc thét xu cà na #6354 267.000 đồng,Education,expense,1
lương làm mẫu ảnh flexing 7.572.000 đồng,Salary,income,1
highlands phindi cháy phố #9087 129 ngàn,Food,expense,1
nhận lương chạy grab kịch sàn xu cà na #8299 11317k,Salary,income,1
nước hoa mini ét ô ét #229 312k,Beauty,expense,1
khóa học tiếng anh ielts ngon nhức nách #5198 115k,Education,expense,1
thưởng sinh nhật công ty flexing #3911 6260K,Bonus,income,1
lương cứng mỗi tháng ét ô ét 8373k,Salary,income,1
gấu bông labubu chill chill #5295 73K,Shopping,expense,1
bạc sỉu đá #8878 238 ngàn,Food,expense,1
tiền thưởng dự án xuất sắc đỉnh nóc kịch trần #6838 14.4Tr,Bonus,income,1
nước tẩy trang bioderma cứu rỗi tâm hồn #9252 338.000 đồng,Beauty,expense,1
nước cốt xương mlem mlem #317 462.000 đồng,Food,expense,1
mua quà tạ lỗi bồ flexing #3927 390k,Social,expense,1
thuốc nhỏ mũi xịt gét gô #7318 356k,Health,expense,1
bán tài liệu học tập cũ hết nấc #9606 2.4củ,Business,income,1
đu đỉnh coin chill chill #2777 334k,Investment,expense,1
tiền quỹ lớp xịn xò 99k,Education,expense,1
sơn móng tay gel slay #8982 307k,Beauty,expense,1
tiền bán hàng shopee gét gô #7420 8.228.000 đồng,Business,income,1
lương part-time rủng rỉnh gét gô #1281 3.3Tr,Salary,income,1
bút calligraphy vô tri #4779 168k,Shopping,expense,1
sticker dán laptop over hợp 404.000 đồng,Shopping,expense,1
lương thực tập sinh bèo bọt đỉnh nóc kịch trần #2433 10.3tr,Salary,income,1
tiền mạng internet wifi kiếp nạn thứ 82 223 cành,Housing,expense,1
rau hữu cơ bách hóa xanh cháy phố 271k,Food,expense,1
